Air Pollutant,Air Quality Station Name,Air Quality Station Type,Air Quality Network Name,Longitude,Latitude,HubName,HubDist,Pollutant_Group,In_Particulates
Benzo(a)anthracene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
Benzo(b)fluoranthene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
Benzo(ghi)perylene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
Benzo(k)fluoranthene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
O3,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Others,FALSE
NO2,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Nitrogen compounds,FALSE
CO,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Others,FALSE
NO,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Nitrogen compounds,FALSE
Black Carbon,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Others,FALSE
PM2.5,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Particulates,TRUE
PM2.5,41N043 - HAREN,industrial,Brussels,4.38298,50.88369,w30343027,349.5435479,Particulates,TRUE
SO2,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Sulphur compounds,FALSE
PM10,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Particulates,TRUE
PM10,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Particulates,TRUE
O3,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Others,FALSE
NO2,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Nitrogen compounds,FALSE
CO,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Others,FALSE
CO,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Others,FALSE
NO,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Nitrogen compounds,FALSE
Fluoranthene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
"Indeno-(1,2,3-cd)pyrene",61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
Pyrene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
Dibenzo(ah)anthracene,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Volatile organic compounds,FALSE
BaP,61IHE2 - IHE,background,Brussels,4.38266,50.8245,w28669727,5250.937841,Others,FALSE
Benzo(e)pyrene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Benzo(a)anthracene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Benzo(b)fluoranthene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Black Carbon,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Others,FALSE
PM2.5,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Particulates,TRUE
PM2.5,41R001 - MOLENBEEK,background,Brussels,4.3341,50.84971,w39018402,1654.078433,Particulates,TRUE
SO2,41R002 - IXELLES,traffic,Brussels,4.38456,50.82513,w28669727,5232.363766,Sulphur compounds,FALSE
NO2,41R002 - IXELLES,traffic,Brussels,4.38456,50.82513,w28669727,5232.363766,Nitrogen compounds,FALSE
CO,41R002 - IXELLES,traffic,Brussels,4.38456,50.82513,w28669727,5232.363766,Others,FALSE
NO,41R002 - IXELLES,traffic,Brussels,4.38456,50.82513,w28669727,5232.363766,Nitrogen compounds,FALSE
Benzo(ghi)perylene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Benzo(k)fluoranthene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Fluoranthene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
"Indeno-(1,2,3-cd)pyrene",61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Pyrene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
Dibenzo(ah)anthracene,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Volatile organic compounds,FALSE
BaP,61MEU1 - MEUDON,background,Brussels,4.39272,50.8951,w30342976,323.3764196,Others,FALSE
Benzo(e)pyrene,61N043 - HAREN,industrial,Brussels,4.38296,50.88356,w30343027,337.8945019,Volatile organic compounds,FALSE
Black Carbon,41R002 - IXELLES,traffic,Brussels,4.38456,50.82513,w28669727,5232.363766,Others,FALSE
SO2,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Sulphur compounds,FALSE
SO2,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Sulphur compounds,FALSE
PM10,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Particulates,TRUE
PM10,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Particulates,TRUE
O3,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Others,FALSE
NO2,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Nitrogen compounds,FALSE
NO,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Nitrogen compounds,FALSE
Black Carbon,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Others,FALSE
PM2.5,41R012 - UCCLE,background,Brussels,4.35862,50.79665,w39018402,7166.284314,Particulates,TRUE
PM10,41REG1 - BRUXELLES            ,traffic,Brussels,4.36701,50.84357,w28669727,2899.433834,Particulates,TRUE
NO2,41REG1 - BRUXELLES            ,traffic,Brussels,4.36701,50.84357,w28669727,2899.433834,Nitrogen compounds,FALSE
NO,41REG1 - BRUXELLES            ,traffic,Brussels,4.36701,50.84357,w28669727,2899.433834,Nitrogen compounds,FALSE
PM2.5,41REG1 - BRUXELLES            ,traffic,Brussels,4.36701,50.84357,w28669727,2899.433834,Particulates,TRUE
NO2,BETVBX1 - Brussel (Rue de Grand Ile),traffic,Brussels,4.34609,50.84608,w39018402,1659.582581,Nitrogen compounds,FALSE
NO,BETVBX1 - Brussel (Rue de Grand Ile),traffic,Brussels,4.34609,50.84608,w39018402,1659.582581,Nitrogen compounds,FALSE
NO2,BETVBX2 - Brussel (Rue des Tanneurs),traffic,Brussels,4.34683,50.84028,w39018402,2294.097566,Nitrogen compounds,FALSE
NO,BETVBX2 - Brussel (Rue des Tanneurs),traffic,Brussels,4.34683,50.84028,w39018402,2294.097566,Nitrogen compounds,FALSE
NO2,BETVBX3 - Brussel (Rue de Laeken),traffic,Brussels,4.35245,50.85502,w39018402,673.6009561,Nitrogen compounds,FALSE
NO,BETVBX3 - Brussel (Rue de Laeken),traffic,Brussels,4.35245,50.85502,w39018402,673.6009561,Nitrogen compounds,FALSE
SO2,41WOL1 - WOL.ST.L.,traffic,Brussels,4.42576,50.85671,w460179336,3127.882706,Sulphur compounds,FALSE
